ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
114,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1937,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
1289,24,0.2,0,3,0,0,0,100.0,33.33,33.33,0.0,33.33
542,12,0.1,0,1,1,0,0,100.0,66.67,33.33,33.33,0.0
1181,16,0.133333,0,2,0,0,0,100.0,50.0,50.0,0.0,0.0
1517,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
1987,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
39,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
2121,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
586,22,0.183333,0,2,1,1,0,90.91,27.27,45.45,27.27,45.45
232,12,0.1,0,1,1,0,0,100.0,33.33,66.67,0.0,33.33
16,28,0.233333,0,2,3,0,0,57.14,28.57,71.43,42.86,42.86
260,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
1468,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,25.0,50.0
590,16,0.133333,0,1,2,0,0,75.0,0.0,75.0,50.0,50.0
331,16,0.133333,0,1,2,0,0,75.0,0.0,75.0,50.0,50.0
2302,12,0.1,0,1,0,2,0,83.33,33.33,83.33,33.33,33.33
311,12,0.1,0,1,1,0,0,100.0,33.33,66.67,0.0,33.33
1184,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,50.0,25.0
1618,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
54,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2054,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
170,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1943,10,0.083333,0,1,0,1,0,80.0,20.0,100.0,20.0,20.0
2374,16,0.133333,0,1,2,0,0,75.0,25.0,75.0,50.0,25.0
534,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
12,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
426,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
1277,12,0.1,0,1,0,2,0,83.33,33.33,83.33,33.33,33.33
828,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
1259,12,0.1,0,1,1,0,0,66.67,33.33,100.0,33.33,0.0
1614,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,25.0,50.0
1829,24,0.2,0,3,0,0,0,100.0,0.0,33.33,33.33,33.33
2237,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
2024,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1472,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1650,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
658,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1838,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
316,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1394,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1365,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1533,10,0.083333,0,1,0,1,0,80.0,20.0,100.0,20.0,20.0
99,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
1595,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
