ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
627,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
2378,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1808,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1941,32,0.266667,1,2,0,0,0,50.0,0.0,25.0,25.0,50.0
1365,20,0.166667,1,0,1,0,0,20.0,0.0,20.0,20.0,80.0
139,20,0.166667,1,0,1,0,0,20.0,20.0,0.0,20.0,80.0
1016,18,0.15,1,0,0,1,0,11.11,11.11,11.11,11.11,88.89
1112,24,0.2,1,1,0,0,0,33.33,0.0,0.0,33.33,66.67
1238,20,0.166667,1,0,1,0,0,20.0,0.0,20.0,20.0,80.0
1138,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
790,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
889,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1967,20,0.166667,1,0,1,0,0,20.0,0.0,20.0,20.0,80.0
572,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1828,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1362,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1770,18,0.15,1,0,0,1,0,11.11,11.11,11.11,11.11,88.89
1781,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
2205,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1427,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
968,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1715,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1242,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
2649,20,0.166667,1,0,1,0,0,20.0,0.0,20.0,20.0,80.0
545,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1453,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
1442,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
1274,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2446,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2461,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
0,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,0.0,50.0
2778,20,0.166667,0,2,1,0,0,100.0,40.0,40.0,20.0,20.0
952,24,0.2,0,3,0,0,0,100.0,33.33,33.33,0.0,33.33
323,16,0.133333,0,2,0,0,0,100.0,50.0,50.0,0.0,0.0
2491,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
2573,24,0.2,0,3,0,0,0,100.0,33.33,33.33,0.0,33.33
498,32,0.266667,0,4,0,0,0,100.0,25.0,25.0,25.0,25.0
2616,32,0.266667,0,4,0,0,0,100.0,25.0,25.0,25.0,25.0
1681,24,0.2,0,3,0,0,0,100.0,33.33,33.33,0.0,33.33
313,24,0.2,0,3,0,0,0,100.0,33.33,33.33,0.0,33.33
1361,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
865,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
