ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
1925,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
4665,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2802,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
1566,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
3843,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2063,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2417,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
4503,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
4871,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
3239,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
665,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
3429,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,25.0,50.0
1567,12,0.1,0,1,0,2,0,83.33,33.33,83.33,33.33,33.33
3162,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
4036,10,0.083333,0,1,0,1,0,80.0,20.0,100.0,20.0,20.0
2086,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2650,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
4896,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
4139,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,25.0,50.0
4944,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
472,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
86,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
