ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
1648,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
4374,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3696,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
2432,24,0.2,0,3,0,0,0,100.0,33.33,33.33,33.33,0.0
3551,16,0.133333,0,2,0,0,0,100.0,50.0,50.0,0.0,0.0
1601,24,0.2,0,3,0,0,0,100.0,33.33,33.33,33.33,0.0
166,24,0.2,0,3,0,0,0,100.0,33.33,33.33,33.33,0.0
3859,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
798,12,0.1,0,1,1,0,0,100.0,66.67,33.33,33.33,0.0
2778,24,0.2,0,3,0,0,0,100.0,33.33,33.33,33.33,0.0
5130,24,0.2,0,3,0,0,0,100.0,33.33,33.33,33.33,0.0
1303,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
4790,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
1170,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
150,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
1972,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
4231,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
5019,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1102,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
1302,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
3024,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
1913,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1825,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
3613,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
4425,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
4529,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
