ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
1876,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
3488,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
1814,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
501,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
52,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
1525,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
4675,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
1378,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2866,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
1300,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
600,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2694,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
985,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
642,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,25.0,50.0
1007,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
4059,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
4876,24,0.2,0,3,0,0,0,66.67,0.0,66.67,0.0,66.67
3871,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1956,12,0.1,0,1,0,2,0,83.33,33.33,83.33,33.33,33.33
1288,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
273,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
3876,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
4598,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2537,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
2589,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
3014,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
1904,12,0.1,0,1,1,0,0,100.0,33.33,66.67,0.0,33.33
3573,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
808,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
214,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2757,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
3128,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1580,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
4758,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1655,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
3177,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
3743,14,0.116667,0,1,1,1,0,85.71,42.86,14.29,71.43,42.86
2517,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
2493,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2960,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
4183,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
4580,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
695,12,0.1,0,1,1,0,0,100.0,33.33,0.0,66.67,33.33
4551,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
4170,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
1395,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
1332,10,0.083333,0,1,0,1,0,80.0,20.0,20.0,100.0,20.0
1591,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
2308,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
4898,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
3978,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
1533,20,0.166667,0,2,1,0,0,80.0,0.0,20.0,60.0,60.0
21,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
440,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
3568,18,0.15,0,1,2,1,0,88.89,33.33,33.33,55.56,55.56
2544,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
11,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
4952,20,0.166667,0,2,1,0,0,80.0,0.0,20.0,60.0,60.0
4187,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1862,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1930,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
3865,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
3040,20,0.166667,0,1,3,0,0,80.0,20.0,40.0,60.0,60.0
4424,12,0.1,0,1,1,0,0,100.0,33.33,0.0,66.67,33.33
1747,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
3404,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
2355,12,0.1,0,1,1,0,0,100.0,33.33,0.0,66.67,33.33
633,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
4387,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
528,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
3659,16,0.133333,0,1,2,0,0,75.0,0.0,50.0,75.0,50.0
2660,20,0.166667,0,2,1,0,0,80.0,0.0,20.0,60.0,60.0
481,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
3969,16,0.133333,0,2,0,0,0,50.0,0.0,0.0,100.0,50.0
1843,14,0.116667,0,1,1,1,0,71.43,14.29,42.86,85.71,42.86
409,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
3485,12,0.1,0,1,1,0,0,100.0,33.33,0.0,66.67,33.33
3031,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
3389,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
745,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
4269,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1958,12,0.1,0,1,0,2,0,83.33,33.33,33.33,83.33,33.33
4266,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2995,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2446,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2672,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2573,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
4942,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
4913,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
3806,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2272,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
1839,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
1947,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2763,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
4384,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
206,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2637,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
1558,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
1895,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
686,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
3440,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2625,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
1632,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
4039,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
1,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2156,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
