ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
1621,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
2775,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
667,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
2383,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
917,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
827,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
3001,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
2241,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
2545,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
2783,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
32,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1377,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
2911,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
2713,16,0.133333,1,0,0,0,0,0.0,0.0,0.0,0.0,100.0
1573,20,0.166667,1,0,1,0,0,20.0,20.0,0.0,20.0,80.0
2858,24,0.2,1,0,2,0,0,33.33,16.67,33.33,16.67,66.67
2493,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2515,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
3030,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2917,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
787,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2982,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
990,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2845,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
333,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2280,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
2295,24,0.2,0,3,0,0,0,100.0,33.33,0.0,33.33,33.33
2689,16,0.133333,0,1,2,0,0,100.0,50.0,25.0,50.0,25.0
35,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
