ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
1716,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
1473,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
786,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
582,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
1769,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
693,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,50.0,25.0
1569,14,0.116667,0,1,1,1,0,85.71,14.29,71.43,42.86,42.86
1303,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,25.0,50.0
2258,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
2276,10,0.083333,0,1,0,1,0,80.0,20.0,100.0,20.0,20.0
257,18,0.15,0,1,2,1,0,88.89,33.33,55.56,33.33,55.56
2060,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1386,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1830,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
465,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1414,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
1981,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
1530,16,0.133333,0,1,2,0,0,75.0,0.0,75.0,50.0,50.0
0,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
1643,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
573,16,0.133333,0,1,2,0,0,75.0,0.0,75.0,50.0,50.0
798,16,0.133333,0,1,2,0,0,75.0,0.0,75.0,50.0,50.0
1524,20,0.166667,0,2,1,0,0,60.0,0.0,80.0,20.0,60.0
234,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2352,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
682,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1023,14,0.116667,0,1,1,1,0,85.71,14.29,71.43,42.86,42.86
793,12,0.1,0,1,1,0,0,100.0,33.33,66.67,0.0,33.33
159,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
495,12,0.1,0,1,1,0,0,66.67,33.33,100.0,33.33,0.0
628,12,0.1,0,1,1,0,0,66.67,0.0,100.0,33.33,33.33
2307,20,0.166667,0,2,1,0,0,80.0,0.0,60.0,60.0,20.0
303,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
2023,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
413,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
1285,20,0.166667,0,2,1,0,0,100.0,20.0,40.0,40.0,20.0
1498,20,0.166667,0,2,1,0,0,100.0,20.0,40.0,20.0,40.0
1706,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
425,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
1364,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1317,20,0.166667,0,2,1,0,0,100.0,20.0,40.0,20.0,40.0
185,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
562,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
379,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
718,24,0.2,0,3,0,0,0,100.0,0.0,33.33,33.33,33.33
338,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
2363,24,0.2,0,3,0,0,0,100.0,0.0,33.33,33.33,33.33
1887,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
1308,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
1297,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
2013,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
2367,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
657,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
249,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
90,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
1555,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
440,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
1731,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
579,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
265,12,0.1,0,1,1,0,0,100.0,33.33,0.0,66.67,33.33
545,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1615,12,0.1,0,1,1,0,0,100.0,33.33,0.0,66.67,33.33
1114,20,0.166667,0,2,1,0,0,80.0,0.0,20.0,60.0,60.0
1099,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
968,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1668,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2309,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1140,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
630,12,0.1,0,1,1,0,0,100.0,33.33,0.0,66.67,33.33
473,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
1905,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1619,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
958,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
151,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
686,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
247,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
1584,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
209,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1457,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
232,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
276,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
351,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2174,14,0.116667,0,1,1,1,0,71.43,14.29,42.86,85.71,42.86
1390,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
268,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
100,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
2156,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
963,14,0.116667,0,1,1,1,0,85.71,42.86,14.29,71.43,42.86
1236,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
485,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
940,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2273,10,0.083333,0,1,0,1,0,80.0,20.0,20.0,100.0,20.0
1354,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1724,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
820,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
248,14,0.116667,0,1,1,1,0,71.43,14.29,42.86,85.71,42.86
1740,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
45,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1117,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
679,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
460,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1408,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
1334,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,50.0,25.0
1564,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1432,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
175,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
410,12,0.1,0,1,1,0,0,100.0,33.33,33.33,66.67,0.0
552,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
150,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
1206,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1651,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1276,20,0.166667,0,2,1,0,0,100.0,20.0,20.0,40.0,40.0
361,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
1002,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
174,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
526,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2329,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
438,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
238,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
1622,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1339,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
632,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
984,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1247,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
