ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
15599,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
17691,16,0.133333,0,2,0,0,0,100.0,50.0,0.0,50.0,0.0
4756,12,0.1,0,1,1,0,0,100.0,66.67,33.33,33.33,0.0
1525,12,0.1,0,1,1,0,0,100.0,66.67,33.33,33.33,0.0
7860,20,0.166667,0,2,1,0,0,100.0,40.0,20.0,20.0,40.0
19109,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
24270,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
16351,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
24594,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
17574,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
4903,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
22839,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
12209,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2939,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1578,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1933,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
12397,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
25067,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
10743,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
2232,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
14327,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
11667,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
15169,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
868,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2142,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
15267,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
24320,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
19850,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
4582,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
24262,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
7646,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
6748,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
20403,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
18004,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
9981,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
11268,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
15344,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
16616,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
10687,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
20853,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
23209,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
22732,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
4550,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
4033,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
7710,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
8530,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
21441,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
3402,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
8322,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
9001,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
19469,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2769,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
13923,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
24301,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
19165,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1990,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
18168,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
18959,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
13389,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
5331,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
9684,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
19884,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
5129,12,0.1,0,1,1,0,0,100.0,33.33,33.33,66.67,0.0
788,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
12174,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
8704,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
14774,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
4240,12,0.1,0,1,1,0,0,100.0,33.33,33.33,66.67,0.0
13395,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
14324,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
2448,16,0.133333,0,1,2,0,0,100.0,50.0,25.0,50.0,25.0
4261,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2060,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
21945,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
18365,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
18254,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
4362,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
5459,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
20808,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
7265,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
7664,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
4282,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
892,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
19725,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
3124,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
20884,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
2444,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
3035,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
6228,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
21387,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
25106,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,0.0,100.0
