ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
8177,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
5223,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
1715,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
7269,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
8123,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
141,10,0.083333,0,1,0,1,0,100.0,20.0,80.0,20.0,20.0
6594,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
7120,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
6922,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
3449,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
7133,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
6530,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
6415,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
1487,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
6601,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
8249,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
3421,12,0.1,0,1,1,0,0,100.0,33.33,66.67,0.0,33.33
2320,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
1702,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
3072,12,0.1,0,1,1,0,0,100.0,0.0,66.67,33.33,33.33
7135,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
2259,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
4287,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
3127,24,0.2,0,3,0,0,0,100.0,0.0,33.33,33.33,33.33
2198,24,0.2,0,3,0,0,0,100.0,0.0,33.33,33.33,33.33
5055,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
5323,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
8777,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
3645,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,25.0,50.0
1856,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
8651,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
8148,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
6689,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,0.0,50.0
7206,16,0.133333,0,1,2,0,0,100.0,25.0,50.0,50.0,25.0
8576,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
7399,10,0.083333,0,1,0,1,0,100.0,20.0,20.0,80.0,20.0
8421,12,0.1,0,1,1,0,0,100.0,0.0,33.33,66.67,33.33
4156,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
1956,20,0.166667,0,1,3,0,0,100.0,40.0,40.0,40.0,40.0
123,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
256,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
9122,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
396,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
4838,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
6249,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
4819,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1848,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
